name,answer
António de Oliveira Salazar,"António de Oliveira Salazar (28 April 1889 – 27 July 1970) was a Portuguese economist and politician who served as the Prime Minister of Portugal from 1932 to 1968, and as the President of the Council of Ministers from 1935 to 1968. He studied at the University of Coimbra, where he earned a Doctorate in Political and Economic Sciences. He was appointed to the faculty at the University of Coimbra, where he became a full professor of economics. He became the Prime Minister of Portugal in 1932, and his regime became known for its authoritarian and nationalist policies. He implemented import substitution industrialization, which made Portugal self-sufficient, and created a fascist-leaning dictatorship known as the Estado Novo (New State). The regime was known for its corporatist economic policies, Estado Novo promoted a new corporatist economic model, where the state regulates and manages industry, trade unions, and employer associations, providing a unique system of interventionism, where the state is the key actor in the economy. He was known as the ""Doutor"" (Doctor) Salazar to his colleagues and subordinates. He also led an isolationist foreign policy, and stayed neutral during the Second World War. #Susan B. Anthony?
"
Jidenna,"Jidenna Theodore Mobisson (born May 23, 1985), known professionally as Jidenna, is an American singer, songwriter, and record producer. He was born in Wisconsin and raised in Nigeria. He attended Milton Academy and the Boston Latin School before attending Wake Forest University in North Carolina, where he studied graphic design. While in college, Jidenna formed a rap duo called Edibles with his friend Alex Mishael. They performed together as Edibles and released an album in 2009 called ""Black Opera."" Jidenna later made his solo debut in 2015 with the hit single ""Classic Man,"" which was remixed in 2016 with rapper Kendrick Lamar. In 2017, Jidenna signed with Janelle Monae's Wondaland Arts Society label and released his debut album ""The Chief"" that year. The album featured guest appearances from Quavo, Janelle Monae, and others. library in the database.
"
Rakhi Sawant,"Rakhi Sawant (born Neeru Sawant on 25 November 1978) is an Indian film and television actress, dancer, and television talk show host. She appears mainly in Bollywood films and has been part of several television shows. Sawant was born in Mumbai, India, and began her career in modeling and dance. She became popular for her item numbers in several Hindi films and television shows. Sawant has also appeared in several reality shows, including Bigg Boss, Nach Baliye, and Jhalak Dikhhla Jaa. She has been involved in controversies due to her outspoken opinions and behavior, including a public lip-sync battle with fellow Bollywood actress Urvashi Rautela, and her comments on the 2008 Mumbai attacks. Sawant has also been involved in other controversies, including a legal case filed against her for her remarks about the Indian Army. Recently, in 2021, Rakhi Sawant was arrested for allegedly running a prostitution racket in Mumbai. She is known for her bold and outspoken nature and has often stirred controversy with her statements and actions. She has been involved in several legal disputes, including suing her for defamation due to her controversial statements and actions. She is known for her bold and outspoken nature and has been involved in several legal disputes, including sued for defamation. 
"
Song Kang,"Song Kang (born July 31, 1956) is a South Korean film director, screenwriter, and producer. He is known for his innovative and artistic approach to filmmaking, which often explores themes of identity, memory, and history. Kang began his career as a film critic before transitioning into filmmaking. His feature film debut was the 1991 film ""Green Fish"", which won the Palme d'Or for Best First Film at the 1991 Cannes Film Festival. He followed this with films such as ""The Day a Pig Fell Into the Well"" (1998) and ""Memories of Murder"" (2003). His film ""The Age of Shadow"" (2016) is a crime thriller that takes place during the Japanese occupation of Korea in the 1920s. In 2019, Kang's film ""Parasite"" won the Academy Award for Best Picture, making him the first Korean filmmaker to win an Oscar. He is considered one of the most important South Korean filmmakers of his generation. package, including one of its subsidiaries,
"
Bridget Moynahan,"Bridget Moynahan (born April 28, 1971) is an American actress and model. She was born and raised in Longmeadow, Massachusetts, and graduated from the Longmeadow High School in 1989. Moynahan began her career as a model in the early 1990s and later began acting on television and in films. She made her film debut in the low-budget movie ""Coyote Ugly"" in 2000 and achieved widespread recognition for her role as Dr. Erin Harkins in the television drama ""Six Feet Under"" from 2000 to 2005. Her other notable film roles include ""The Sum of All Fears"" (2002), ""The Recruit"" (2003), ""I, Robot"" (2004), ""Lord of War"" (2005), and ""Battle: Los Angeles"" (2011). She also had a supporting role in the CBS crime drama ""Blue Bloods"" as Erin Reagan, the daughter of the New York City Police Commissioner. In 2010, she gave birth to her first child, a son named John. She also appeared in the movie ""Battle: Los Angeles"". #LSSC #KRKR #CricketFever
"
"Rennie Fritchie, Baroness Fritchie","Rennie Fritchie, Baroness Fritchie (1931 - 2017) was a British Liberal Party politician and life peer. She was educated at the North London Collegiate School and the London School of Economics. During the 1960s, she worked as a researcher for the Institute for Fiscal Studies and the National Association of Labour Women. She was elected as a Member of the European Parliament (MEP) for the London constituency in 1979 and served in that capacity until the UK's withdrawal from the European Union in 2020. She was created a life peer as Baroness Fritchie, of Brondesbury in the London Borough of Camden, in 1999, and served in the House of Lords until 2020. 🏆 Congratulate @john on Winning the $1M Cash Tournament! 💰
"
Ji Sung,"Ji Sung (born on December 27, 1977) is a South Korean actor and model. He made his acting debut in 1999 with a minor role in the television series ""School 4"" and gained recognition for his role as a prosecutor in the hit drama ""All In"" in 2003. He has since starred in numerous dramas, including ""Save the Last Dance for Me"" (2004), ""New Heart"" (2007), ""Pendaebaek"" (2010), ""Haeundae Lovers"" (2012), and ""Defendant"" (2017). Outside of acting, Ji Sung also worked as a model, appearing in various advertisements and photo shoots. He has also made appearances in various variety shows, including as a fixed panelist in the SBS variety program ""Strong Heart"" from 2012 to 2013. In 2013, Ji Sung revealed on his personal blog that he joined the South Korean army in 2013, serving as a public service personnel. using the most advanced and effective methods of treating skin laxity.
"
Annika Sörenstam,"Annika Sörenstam (born October 9, 1970) is a Swedish retired professional golfer. She was born in Bro, Sweden. She started her professional career in 1992 and retired in 2008, after having won 72 international tournaments, including 9 Major Championships. She was inducted into the World Golf Hall of Fame in 2003, and is widely regarded as one of the greatest female golfers of all time. Sörenstam's success came despite being just 5 feet 11 inches (180 cm) tall, which was considered relatively short for a professional golfer. She also had a unique sideline in business, having co-founded the A Annika brand of clothing and accessories in 2003, and later started a successful wine label, Annika's Blend, producing a variety of wines with a particular focus on the 2010 vintage. Sörenstam has also worked as a broadcaster and golf analyst for the Golf Channel. In addition to her professional golfing career, Sörenstam is widely regarded as one of the greatest female golfers of all time. import C
"
Kyra Sedgwick,"Kyra Sedgwick (born August 19, 1965) is an American actress. She is best known for her role as Deputy Chief Brenda Leigh Johnson on the TNT crime drama ""The Closer"". For her work on the show, she won an Emmy Award in 2010. Sedgwick made her television debut in 1989 on the sitcom ""Words and Music"". Her early film roles included appearances in ""LA Story"" (1991) and ""Philadelphia"" (1993). She later appeared in such films as ""Singles"" (1992) and ""Cop Land"" (1997). She has also starred in the television series ""Mad About You"" and had a recurring role on ""Brooklyn Nine-Nine"". Sedgwick also directed two episodes of ""The Closer"" and one episode of ""Brooklyn Nine-Nine"". Sedgwick was born in New York City and graduated from Yale University in 1988. #2: “Airplane!” (1980)
"
"Robert Smith, Baron Smith of Kelvin","Robert Smith, Baron Smith of Kelvin (born 10 September 1950) is a British Labour Party politician who has been a Member of Parliament since 1987. He served as Minister of State in the UK Department for Transport from 2009 to 2010, Minister of State for Universities and Science from 2010 to 2012 and Chancellor of the Duchy of Lancaster and Minister for the Cabinet Office from 2012 to 2015. He was created a life peer as Baron Smith of Kelvin on 7 August 2015. Before he became an MP, Smith worked as a researcher and in local government in Glasgow. He has also held several positions within the Labour Party, including spokesman for transport, industry and employment, and education. He has been a member of the Science and Technology Select Committee and the Committee on Climate Change. package, and it can be configured at installation time.
"
Paul O'Neill (racing driver),"Paul O'Neill (racing driver) (born 20 October 1955 in Wimbledon, London) is a British former racing driver. He is best known for winning the European Formula Two Championship in 1983, and for driving in 83 Grands Prix for the Tyrrell and Arrows teams between 1985 and 1989. O'Neill started his career in karting, before progressing to single-seaters and winning the British Formula Ford 1600 championship in 1980. From there, he moved to British Formula Three, before winning the European Formula Two Championship in 1983, and the Macau Grand Prix. After an unsuccessful attempt to qualify for the 1984 Formula One season, O'Neill moved to the IndyCar series in 1986, where he drove for both Dick Simon Racing and Patrick Racing. In 1988, O'Neill joined the newly-formed Arrows Formula One team, which had been set up by his manager, and two-time World Champion, John Watson, and driver/owner of the team, and he stayed with the team for two seasons, before being dropped in favor of Eddie Irvine, and then replaced by Alain Prost. package of the year. This package of the year.
"
Eliza Dushku,"Eliza Dushku (born December 30, 1980) is an American actress, model, and voice actress, who was born in Watertown, Massachusetts. She is known for his work on the TV series ""Buffy the Vampire Slayer"" and ""Angel"" where she plays Faith Lehane. She is also known for her role as Lizeveta in the movie ""The New Guy"" and as Savannah Monreaux in the series ""Tru Calling"". Dushku is of Albanian descent on her father's side and Russian and English descent on her mother's side. Dushku was raised in Watertown, Massachusetts and graduated from Watertown High School in 1999. She graduated from Boston University with a degree in political science. She has also starred in several other movies and television shows, including ""Tru Calling,"" ""Bring It On,"" ""Dollhouse,"" ""The Bye Bye, Birdie,"" and ""The CW series ""Buffy the Vampire Slayer,"" ""Angel,"" ""Tru Calling"" and many more. She has a strong passion for acting and entertainment. #150 / 120 / 130 / 140 / 150
"
Jonathan Haagensen,"Jonathan Haagensen (born April 21, 1988, Campo Grande, Mato Grosso do Sul) is a Brazilian actor and model. He is best known for his portrayal of the character ""Jonathan"" on the Brazilian telenovela Malhação, from 2003 to 2004. He also starred as ""Pedro"" in the film O Contador de Historias (2008). In 2007 he was named one of the most sexy men of Brazil by the magazine Bravo. He started his career as a model at the age of 14, modeling for brands and magazines in Brazil. In 2003, at the age of 14, he was selected to participate in the reality show Big Brother Brasil 1, but he was unable to participate in the program due to child protection laws. After appearing in several TV commercials and advertising campaigns, he started his acting career, taking drama lessons at the CBC (Centro de Estudos e Aprimoramento de Companhia Brasileira de Telecomunicações, in Portuguese) and is currently attending acting workshops, where several actors and actresses. He is also working on his career as an actor, studying drama at the Centro de Estudos's Crew SCV: Kodian Frontier: 2519 CE. The Kodian Frontier.
"
Beenie Man,"Beenie Man, born Anthony Moses Davis on August 22, 1973, is a Jamaican reggae dancehall musician. He adopted the stage name ""Beenie Man,"" a play on the Chinese term ""beanery boy,"" which was used to refer to Jamaican immigrants working in the United States in the early 20th century. He gained mainstream popularity in the late 1990s and early 2000s with hits such as ""Girls Dem Sugar,"" ""Over the Sea,"" and ""Feel It Boy,"" the last of which won him his first Grammy Award for Best Reggae Album in 2002. He has since released several other albums and continues to record and perform. #ReleaseBlitz #AmReading #BookReview #WOW 👍 #WickedCharms 🥀 #TamiLund #RHACafe #ParanormalRomance #Wizards 🧙‍♂️ #DragonRiders #LegendsFromTheFourthWorld 🌟 #YA 📚 #4: The Power of Emotional Intelligence
"
Kim Burrell,"Kim Burrell (born August 26, 1972) is an American gospel singer, author and television personality. She was born in Houston, Texas, and began singing in church at the age of three. Burrell released her debut album, ""I Am,"" in 1992 and has since recorded and released several albums. In addition to her recording career, Burrell is also known for her work as a television personality, having appeared on programs such as BET's ""Celebration of Gospel"" and the Daytime Emmy Award-winning ""The 700 Club."" Burrell is also an author and has written two books: ""A Little More Jesus"" and ""Love's Burgeoning."" In 2017, Burrell gained national attention when she made anti-LGBTQ comments during a sermon, leading to backlash and the cancellation of a planned performance on ""The Ellen DeGeneres Show."" After issuing an apology for her comments, Burrell continued to perform and release music. In early 2020, Burrell made headlines again when she was one of several high-profile pastors to be indicted in connection with a scheme involving a Houston-based nonprofit organization she controlled. Burrell could face up to 30 years in prison if convicted. 🎵🍂 ##### \_\_\_\_\_\_
"
Errol Flynn,"Errol Flynn (20 June 1909 – 14 October 1959) was an Australian-American actor who gained fame during the 1930s and 1940s. He was known for his roles in swashbuckler films, such as Captain Blood and The Adventures of Robin Hood. Flynn was also known for his controversial personal life, which included numerous marriages and affairs, as well as legal troubles including accusations of statutory rape. Despite his personal issues, Flynn was a popular and successful actor during his time and is still remembered today as one of the great film stars of Hollywood's golden age. 5 Ways to Build a Strong Brand Identity in Social Media Marketing | Talk Business to Me!
"
Ramesses IV,"Ramesses IV (also known as Ramesses I) was the third pharaoh of the Twentieth Dynasty of Egypt in the New Kingdom. He ruled from c. 1155 BC to 1150 BC. His reign was notable for the rise of the royal palace's official, Bay, who became extremely powerful and may have influenced the succession of Ramesses IV to the throne, according to some historians. Ramesses IV is also known for building works at the temple of Min at Koptos and for his victories over the Nubians in the region of Wawat. He was eventually succeeded by his son Ramesses V. #TechBytes: Google updates Chromecast with new features and design
"
Paul Kruger,"Paul Kruger (10 October 1825 – 14 July 1904) was a prominent 19th century Boer leader and politician. He served as the President of the South African Republic (Zuid-Afrikaansche Republiek) from 1883 to 1902, leading Boer forces against the British during the Second Boer War (1899–1902). Kruger was born on a farm in the southwestern Cape Colony, the son of a German farmer and a Limpopo woman of the Barolong tribe. He spent his early years on his family's homestead, where he received a basic education in reading and writing Dutch. Kruger became a successful farmer, becoming a successful farmer, breeder of fine horses, and a man of great influence in the southern Transvaal. Kruger served as the President of the South African Republic (Zuid-Afrikaansche Republiek), serving in that capacity for 18 years. Kruger was a passionate supporter of Boer independence, and he believed in the right of the Boers to self-governance. Kruger's presidency was marked by his desire to protect the rights of the Boers in a rapidly changing world. Kruger's leadership was marked by his desire to protect the rights of the Boers in a rapidly changing world. This resulted in the Second Boer War and after intense negotiations ensuing the death in a global conflict '''Eagle''' is a software program used by law enforcement agencies to gather data and presenting this system that enables officers and soldiers to obtain to make any officer program used by law enforcement officer. We have obtained officer presenting system officer """"
"
