name,answer
António de Oliveira Salazar,"António de Oliveira Salazar, GCTE, GCL, GCSE, GCIH (28 April 1889 – 27 July 1970) was a Portuguese economist, politician and military leader who served as the Prime Minister of the Portuguese Republic from 1932 to 1968. He is generally considered to have been the de facto dictator of Portugal – in office for over thirty-six years – because of his authoritarian style of ruling. For the first five, Salazar's politics was that of ""Noucentismo"" and his government's policies were characterised by a strong conservatism, social Catholicism and extreme anti-communism; its conservative stance is best expressed in the motto ""Portugal – Fatherland, Family, Work, Religion, Monarchy"". From the beginning of his rule, he was responsible for making Portugal an international ally, he also was the one who brought Portugal into WW II, and later also into NATO on his dying day he was still the one in office. From 1937 to 1968 he was one of the longest serving politicians in Portuguese modern history. His motto is ""Deus, família, pátria, trabalho, monarquia,"" (God!, Family, Fatherland, Work, Monarchy.). The salazar was born in Porto Portugal. He died. (Mario de Salazar was born in Porto, in 1889 in Porto, in 1945.
"
Jidenna,"Jidenna (born Jidenna Theodore Mobisson, 30 May 1985 in Oregon) is a Nigerian-American singer and songwriter based in Brooklyn, New York. After building a buzz for his debut single ""Little Bit More"" in his hometown of Wisconsin, he moved to New York to pursue a music career on the East Coast. During a visit to Nigeria, Jidenna worked with Wande Coal, who suggested he pursue a career in Nigerian music under the name Jidenna. In 2011 he performed at the Nigerian Entertainment Awards in New York City. His debut EP, The EPIC released in America on 10 February 2016 with a single entitled ""Classic Man"". Both were produced by Nana. Mobisson's song was covered by the artist and performer Janelle Monae and became famous during 2015.
"
Rakhi Sawant,"Rakhi Sawant (Hindi राखी सावंत born Neeru Bheda Rakhi Sawant on 25 November 1978 is a Hindi item film dancer and Bollywood film and television actress, who has also made appearances in Kannada and Telugu films. In 2012, she participated in the controversial comedy reality show Bigg Boss which boosted her popularity and created a large fan following base for her. Rakhi has starred in nearly thirty Hindi feature films until 2010 as well as dancing in many item numbers in Bollywood films. She received awards for her items in the films: Munna Bhai M.B.B.S., Main Hoon Na, Dil Bole Hadippa!, Welcome, Aap Kaa Suroor.
"
Song Kang,"Song Kang (born November 9, 1965) began his career as a film producer in 1998 with My Lovely Week, which won the Special Jury Prize at the 10th Yubari International Fantastic Film Festival. His film, Save the Green Planet!, picked up several awards at the 2003 Venice Film Festival, including a special Lion of the Future Award for best debut film at the 59th Venice International Film Festival. His third film, Romance Joe, was released in 2005. He worked as the chief producer of the Pusan promotion in 2006. He is currently an associate professor of the Graduate School of Culture Technology at the Korea National University of Cultural Heritage. Song is a graduate of Yonsei University's Department of Film in Seoul (Kang has a Ph.D in Film studies from Yonsei University's College of Digital Contents.) Kang's feature Save the Green Planet was made as his graduation film thesis. He is the screenwriter as well as the producer for ""Save the Green Planet"". Kang wrote the script for ""Beat"" for Kim Ki-duk. Save the Green Planet! is a South Korean independent science fiction black comedy film, that is directed, produced, written and directed by Kang Seol-guest, but it is produced by Song Kang. The movie has been premiered on July 31, 2003 with Seolguest's debut film Save the Green Planet, but it is produced and written by Kang Seolguest, but they are in ""Save the Green Planet, but it is produced and written by Kang Seolguest. AI.
"
Bridget Moynahan,"Bridget Moynahan (born Bridget Mary Moynahan, September 7, 1971) is an American film and television actress. She began her television career in 1999 on The 4400. After a series regular role on Six Degrees (2006–2007), she starred on Blue Bloods (2010–present). Moynahan's other films include I, Robot (2004), The Sum of All Fears (2002), Battle: Los Angeles (2011), and Mr. Brooks (2007). After gaining attention for her role in The Sum of All Fears, Moynahan was approached by film producer Donnie Wahlberg to appear in the comedy The Donnie Dick Grayson Show (2005). In 2007, Moynahan was cast in John Bonito's Battle: Los Angeles (2011). While dating Tom Brady, Moynahan gave birth to their child, John Edward Thomas Moynahan (August 22, 2007). In 2010, he started out as an extra in The Simpsons, Moynahan went into therapy, and began to work with A.I.R.E.S., an intelligent robotic brain. In a New York City, I am an American football player.
"
"Rennie Fritchie, Baroness Fritchie","Rennie Fritchie, Baroness Fritchie (born 25 May 1965) is a British businesswoman and Liberal Democrat peer in the House of Lords and member of the Joint Parliamentary Committee for the National Security Strategy. She was introduced into the House of Lords by party leader, Nick Clegg on 18 May 2010. Baroness Fritchie replaced Lord Levy from a special list of senior party donors. Fritchie is a member of the National Secular Society, an atheist pressure group in the United Kingdom.
"
Ji Sung,"Ji Sung (born July 27, 1981) is a South Korean actor. Ji Sung has had a wide range of roles since his debut, but rose in popularity after portraying the character of Choi Han Kyul in the 2007 hit romantic-comedy series Smile, You. After winning the Daesang prize (Grand Prize) at the Grimae Awards, he became a top Hallyu star. He was the youngest Korean ever to win that honor. When he won the award he was quoted as saying, “I’m so happy. I didn’t expect such a big award. I just want to thank all my fans and to thank all the actors and actresses who voted for me.” He played as a main leading actor in The Great Seer (2012). He is known for his role as Choi Kang Min (a.k.a. Mr. Nice Guy) in All About Eve (2000) and also for his role as a detective, Nam Seung Heon in Defendant (2017). He is in a relationship with the actress, Song Ji Hyo.
"
Annika Sörenstam,"Annika Sörenstam (Swedish pronunciation: [²anːɨka soːɛrɛnstan], born October 9, 1970) is a Swedish professional golfer whose achievements rank her as one of the most successful players in LPGA history. As of April 2012, she has won 90 international tournaments as a professional, including 72 in LPGA tournaments (eight majors). She was the leading money winner on the LPGA Tour from 2004 to 2006, and had a record eight Rolex Ranking No. 1's – more than any other male or female golfer. She won the U.S. Women's Open and Women's PGA Championships in 1995.
"
Kyra Sedgwick,"Kyra Sedgwick (born August 19, 1965) is a Golden Globe-nominated and Emmy-nominated American actress. Sedgwick was a regular on the 1990s anthology series, Murder, She Wrote. She is married to House actor Kevin Bacon whose brother Michael Bacon is also an actor. The two were married in 1988. They have two kids. Sedgwick was born in New York City, New York to Patricia, a family therapist, and Frank Sedgwick, a television producer. She also has a brother, actor Robert Sedgwick, who was born on October 30, 1955. She took his name after her agent asked her name and she said Kyra. She didn't like it so decided to try new names and her cousin, Robert, suggested Kyra. She has stated that she ""liked the way it sounded."" Her parents divorced when she was young, so she lived in Manhattan when her father had custody. She was in a play, The Seagull, at this time and got ""hooked"" on acting in college. She started acting in high school but had a hiatus before returning to acting after college. She began acting on stage and worked for a soap opera and eventually found the one-year-old daughter of Bob Newhart.
"
"Robert Smith, Baron Smith of Kelvin","Robert Smith, Baron Smith of Kelvin (born 22 June 1946), a British politician and businessman, was appointed Secretary of State for Scotland from 13 May 2008 to 12 May 2010. Smith is one of only nineteen British politicians to have served in the Cabinet continuously since the election of Margaret Thatcher in 1979, a distinction he shares with Malcolm Rifkind. The son of a Clydeside trade union official, he joined the Labour Party at fourteen. Smith was educated at Holyrood Secondary in Glasgow, and won a City of Glasgow University Bursary, later called a Caledonian Award, to attend the University of Glasgow. From 1968-69 Smith worked for BP. From 1969–71 he was a member of Scottish Council. In March 1983, during discussions on whether or not Scotland should have its own National Health Service executive for Scotland, then, Secretary of State for Social Services, in the Department of Health, Norman Fowler MP, announced that he would be bringing the matter forward, which he did as the Secretary of State for Transport. In 1987 he introduced the Railways Bill. It is now known as Rail Regulation and Safety Act 2005. In 1999 Lord Smith had joined the House of Lords and was appointed the Lord Smith of Kelvin. In 1996, Labour's Transport Select Committee. From 2008 to 193 he was appointed Secretary of State for Scotland. He led a UK-SRC. She is responsible for Health and Human Service to Health and Service for helping for Health Human Service Human Service HR. She is human service human service for Human Service human service. We help human service for Health and Service HEL.
"
Paul O'Neill (racing driver),"Paul O'Neill (racing driver) (born 29 June 1954, Middlesbrough, England) is a former racing driver, the older brother of fellow F1 driver Jonny O'Neill. He made his single Formula One entry at the 1977 British Grand Prix but failed to qualify. O'Neill won the 1977 British Formula 3 Championship driving a Chevron B32 powered by a Cosworth DFV. He was entered in the 1979 Argentine Formula One Grand Prix as part of Mario Kessler's Theodore Racing team but withdrew after his car failed to arrive from England in time for practice. O'Neill continued to race in Formula Ford 2000 through to the end of the decade before moving into rallying, winning the British National Rally Championship in 1988 and the Southern 100 Rally and Ulster Rally in 1989. The following season, 1990, saw O'Neill winning the Irish Rally Championship, Pirelli Risk Racing Rally and the Galway Rally, driving a Toyota Corolla FX sedan in the latter two. The same year, O'Neill formed Paul O'Neill Racing (POR), later to become known as Paul O'Neill Motorsport. This year sees Paul O'Neill in partnership with Andy Deakin, in a Renault Megane Formula. Both P.O.N and Andy D. drove one of Renault to help you to create a Formula One Grand Prix Renault Formula One. To help you create a create a help you create a create a create a formula help you create a formula one help you help you create a help you help you to create you.
"
Eliza Dushku,"Eliza Dushku (/ˈdʊskuː/ DOOSKOO; born December 30, 1980) is a German-born Albanian-American actress. She starred in several films throughout the 1990s. Her first lead role was in the 1994 independent film This Boy's Life, which she co-starred in with Robert De Niro and Leonardo DiCaprio. She has also starred in films such as True Lies (1994), Bye Bye, Love (1995), That Night (1992), The New Guy (2002), Jay and Silent Bob Strike Back (2001), The Almost Guys (2004) and Wrong Turn (2003). On television, Dushku appeared on Buffy the Vampire Slayer in 2000 and Angel in 2003. She also played a major antagonist in the fourth season of the show Dollhouse, a science-fiction thriller that explores the relationship between humans and the mysterious company for whom the show is named. In the summer of 2009, Dushku has a reccuring role as the secret agent named Echo whose personality will be deleted each week (wiped) only to be given a different new personality each week. The show will be aired in the winter; the new episodes will be airing. Dushku plays a bionic humanoid agent named Echo, one of the Laughs of the AI.
"
Jonathan Haagensen,"Jonathan Haagensen (born February 28, 1990 in Guadalupe, Buenos Aires) is a footballer who plays as a forward for Club Atlético All Boys and the Argentina national team. He scored the 5-0 of Ecuador in a qualifying game against Uruguay for the World Cup South Africa 2010. In November 2011, he joined Spanish club Málaga on a six-month loan deal from Manchester City.
"
Beenie Man,"Beenie Man (born Anthony Moses Davis) is a Grammy and Juno award winning Jamaican reggae artist. Beenie Man was born in Kingston, the capital of Jamaica and grew up in Seaforth, Portmore, the largest urban project in the Caribbean. In 1981, Beenie Man began his singing career with a single called ""Too Fancy.
"
Kim Burrell,"Kim Burrell (born June 26, 1972) is a gospel singer from Houston, Texas, USA.
"
Errol Flynn,"Errol Flynn (20 June 1909 - 14 October 1959) was an Australian-American actor known for his romantic swashbuckler roles in Hollywood films and for his portrayal of Robin Hood in Warner Bros.' classic Adventures of Robin Hood (1938). Flynn was born to Theodore Flynn and Marrelle Young, in Boulder Bay in the island of Tasmania. With a natural athleticism, he earned his scholarship to the University of Tasmania even though he floundered in academic subjects. He soon dropped out of the university to spend his days rowing and his nights frequenting the pubs of the bay. The only subject in which Flynn excelled was English literature; he was particularly fond of reading the works of William Shakespeare. The young Flynn wanted to follow the lead of his great-grandfather, also named Errol, who left Tasmania for New Guinea, where he married a native woman and had children. His great-grandfather had returned to Tasmania when he discovered that the indigenous women were all infertile. Flynn, not at all interested in the native women, left for Argentina around 1940, where he had a number of jobs. However, it was in Argentina that he became very ill and needed to rest. His doctor prescribed Flynn a toned down and slowed down routine of drinking, eating meat and vegetables and nuts. Flynn spent his next day in which day eating drinking, drinking, Flynn spent his next day in which day eating, drinking eat drinking food eating, food eating, food eating, drinking drinking, drinking drinking, drinking, drinking, food eating, drinking to be the first of the be the bot. Bot be the be Bot be the first of the bot be the reader the word.
"
Ramesses IV,"Ramesses IV ruled during the Nineteenth dynasty from 1152 BC to 1146 BC. He was probably born during the reign of Merenptah. Ramesses IV was the son of Merenptah, who would succeed Ramesses III as Pharaoh. He was given many important priestly positions during the childhood of Ramses III. Inscriptions at Pi-Ramesse (the capital city of Ramesses II) mention the Pharaoh performing the rituals of Min, Khnum, and Ptah, in the Memphite region. He was also Priest of Thoth at Khmun. He married the daughter of Meryptah, and their son Ramesse-Meriamun was the High Priest at Amun in Thebes. It is unknown how or if Ramesses IV had any other children.
"
Paul Kruger,"Paul Kruger (born 5 March 1979) is a South African South African/Dutch international rugby union player. Kruger plays off lock in the second row for the Super Rugby team Sharks and formerly the Cats, and also for the Springboks at international level. In 2010, he became a contracted Bok.
"
