name,answer
Dacre Montgomery,"Dacre Montgomery (born November 22, 1994) is an Australian actor. He is best known for his role as Jason the Red Ranger in Power Rangers (2017 series). He appeared in Netflix's docu-series Wentworth as Scott Smith in 2018 and 2019. He is a graduate of Beverly Hills High School. In 2013, he played Alex Standish in the Australian soap opera Neighbours.
"
Samuel Oboh,"Samuel Oboh was a prominent man who came from a noble line of chiefs in the Igbesa locality of Ondo State, Nigeria. He was the first son of a royal family. Samuel Oboh had a wife, a daughter and a son and two wives. He became the chairman of the Governing council of The University of Benin at 1st of July, 2003. The position is a well paid position with lots of authority given to the position. He left on 24th of february 2006. In his tenure, Oboh was awarded an honorary doctorate degree by the university, he was also honoured several times. One of the awards he was honoured with was in the 1st of November 2003, when he was honoured by the Ugwu Eze Ndigbo, the Igbo traditional ruler in Igbesa, with the title of ""Chief Eze Onyeka Ndi Oboh"". He came on stage, to receive his award in a black suit, after delivering his acceptance speech. After that event he was also honoured by Gov Godswill Akpabio with the title of Eze Oka Mkomos and Chief in the 2nd of December, 2003. On his return, at Ugboko was given a title of Onumere Owelle at Okonkwo by the Okonkwo.
"
Lina Medina,"Lina Medina (born May 23, 1933) is the youngest person to give birth.
"
Fran Unsworth,"Fran Unsworth (born 19 March 1958, Swansea) is Director, BBC World Service Group and Editorial Policy, BBC World Service. She is a former journalist, newsreader and presenter of programmes on BBC Radio 4. She began her career on local radio and then moved to London and joined the BBC World Service. She worked at the BBC's Washington, D.C. bureau reporting on the White House in the early days of Bill Clinton's presidency. She later moved back to London and took on the job of producing and presenting the Today programme's weekly World News round up. At this time, she also made programmes on the Iran hostage crisis and coverage of President George H.W. Bush's inauguration. She moved to the BBC News television channel in 1991 to present Today Today on the World. After a stint at The Guardian newspaper Fran returned to the BBC News channel to present Newsweek, a daily news review programme. This was followed by the Sunday programme, a BBC1 programme in which Unsworth reported, presented and narrated. Unsworth was also a regular presenter on the BBC World Service and became a regular panellist and member of the BBC panel game show the news. In the period 2004 Fran Unsworth and her husband were involved in a serious accident that resulted in paralysis. The programme was aired in a coma. Fran's career has its name is based on a Francs series of BBC comedy. This is the title is comedys is the story. If I remember
"
Anushka Sharma,"Anushka Sharma (born 1 May 1988) is an Indian actress and former model who appears in Bollywood films. Born in Bangalore to an Indian Army Colonel, she was raised in Bangalore and went to Mount Carmel College after completing her high school at Army Public School, Bhartiya City. After working as a model, she went to Prithvi Theatre and pursued theatre for a year before obtaining a degree in economics from King's College London. In 2008, she entered the Bollywood film industry with Jhankaar Beats made by Aanand Rai. She then starred in Rab Ne Bana Di Jodi with Shah Rukh Khan, which did well at the box office. In 2011, she appeared in four films in a short span of time – Patiala House, Band Baaja Baaraat, Badmaash Company and Shahid – which were all box office failures. In 2012, she appeared in Ladies vs Ricky Bahl. In 2016, she appeared in Udaan and Ae Dil Hai Mushkil, the first time where she was paired with Ajay Devgan, earning her first Filmfare award in the category of Best Actress. She went on to appear with Varun Dhawan in Jab We Met.
"
Ra Jong-yil,"Ra Jong-yil (born February 9, 1928, Changyong-ri, Okguk County) is a North Korean politician. He was first elected to the Supreme People's Assembly of North Korea, the unicameral legislature of the Democratic Republic of Korea in 1960 in which he served till 2009. According to Western media he was said to be in charge of North Korean foreign trade in the Seventies, and was Minister of Foreign Trade from 1986 to 2006. Western analysts believe he was removed to the role of trade minister when Pyongyang introduced an economic reform plan in 2002, as it was the most vulnerable and least desirable post in North Korea since ""he needed to explain to the population what is wrong with the economy."" In January 2011, North Korean state media said Ra would take over economic matters left by the sacked Kim Kyong-Ju. In June 2013, North Korean state media said Ra would also be in charge of the Korean Workers' Party Propaganda and Agitation Department. Ra is also a member of the Central Committee of the Workers' Party of Korea.
"
Shashank Manohar,"Shashank Manohar (born December 10, 1950) is a former Indian cricketer and, currently, the President of the Board of Control for Cricket in India (BCCI). He became president of the BCCI after a year-long suspension for an ""incident"" during a cricket match in England in 2005. Shashank Manohar is also chairman of the Justice Mudgal inquiry commission into the 2013 IPL spot-fixing and betting scandal, in which three players were arrested and suspended from playing in IPL for life. Born in Solapur, Maharashtra, Manohar won several Ranji trophies, Duleep Trophies, and Irani Shields as a cricketer, and also held the post of captain of the Indian cricket team in late-1980s. Manohar was also the Indian cricket team's manager on tours to Kenya, New Zealand, Sri Lanka, South Africa, and Bangladesh. He scored 10,427 runs in Test matches and 32,454 runs in One-Day Internationals. Manohar is the all-rounder and fast ball bowler.Manohar's Test career spanned 22 October 1987 to 23 October 12 March 1989 13 July 16 February 1998. Manohar left India and Bangladesh in 17 October 16 March 18 September 14 May want to 1stro in 24 October 17 February 16, in India 17 February 17. You may 14 November 14 February 17
"
Nikki Sixx,"Nikki Sixx (born Frank Carlton Serafino Feranna, Jr., December 11, 1958) is an American musician, singer, songwriter, radio host, and photographer, best known as the co-founder, bassist, and main songwriter of the band M?tley Cr?e. He is also known for his work in Sixx:A.M., The Heroine Diaries with author Scotty Bowman, and Side One Dummy Records which he co-founded with James LoMenzo. Nick ""The Sixx"" Colasardo, the bassist of M?tley Cr?e, was the first artist signed to Sixx's label.
"
María Elena Medina-Mora Icaza,"María Elena Medina-Mora Icaza (born 15 December 1943), is a Mexican politician affiliated with the National Action Party. As of 2014, she served as Deputy of the LX Legislature of the Mexican Congress representing Nuevo León. She previously served as Deputy during the LXI Legislature. She also served as Minister of Labor and Social Welfare during the government of Carlos Salinas.
"
Matthew Tukaki,"Matthew Tukaki is a New Zealand politician and has represented the National Party from 2008 in the New Zealand House of Representatives. His term was renewed in 2011 and again in 2014. He was elected a deputy party leader on 15 Feb 2015.
"
Osama bin Laden,"Osama bin Laden (Arabic: أسامة بن لادن‎ / ALA-LC: ʾUsāmah bin lādin, /'u.sɑːmah bin lɑdiːn/; March 10, 1957[10] – May 2, 2011) was the founder of the pan-Islamist movement al-Qaeda, the jihadist group responsible for the September 11 attacks on the United States and numerous other mass-casualty attacks against civilian targets. His father, Mohammed bin Laden, started his construction company in 1931 with two brothers and one of his brothers was Hamza bin Laden. Bin Laden was born in Riyadh, Saudi Arabia. After graduating from his elementary studies at the Riyadh Elementary School, bin Laden was selected to be part of the King Fahd Academy school, in which he studied there for five years, he graduated in 1976[11] and then entered King Abdulaziz University in Kingdom of Saudi Arabia, after two years, he transferred to King Fahad Military Academy. While there, bin Laden became the pilot in 1984, he was then sent to Jordan. By al-Zarqa (Al-Zarqa, Jordan) before going to Afghanistan in 1987, he was a year he was a year 1987, and became 1987, he was a year, a 1987, he was a member of 1987, he was a member of was a year he was 1987, of 1987!
"
