question,correct_answer,wrong_answer
"What term is not the same as energy, but means the energy per unit charge?",voltage,"['potential', 'potential energy', 'kilowatt']"
What specific part of the african violet is used to propagate other plants?,leaves,"['stems', 'stem', 'leaf']"
What are fibers that depend on aerobic respiration called?,slow oxidative,"['slow twitch', 'cardiac muscle', 'glycolytic fibers']"
Which form of electromagnetic waves have more energy: low frequency wave or high frequency waves?,low frequency waves,"['low frequency waves', 'low frequency waves Assistant Bing AI can be improved by using a chatbot generator.', 'frequency is the same, high frequency means that these waves have more energy and vice versa, low frequency means that these waves have less energy']"
Something that has all of the characteristics of life is considered to be what?,alive,"['living', 'a living organism', 'biological']"
What do the letters in our blood types represent?,A and B are alleles,"['ABO', 'amino acid sequences', 'different kinds of A, B, AB, and O cells']"
The two stages of photosynthesis are the light reactions and what?,Calvin cycle,"['dark reactions', 'carbon fixation', 'light dependent reactions']"
What do living things need to survive?,nutrients,"['water, energy, shelter, food, and oxygen', 'food, water, oxygen, space', 'DNA']"
The denser regions of the electron cloud are called what?,atomic orbitals,"['electron density peaks', 'electron clouds', 'electron cloud']"
"In studying energy, what term do scientists use to refer to the matter and its environment involved in energy transfers?",system,"['universe', 'the ecosystem', 'power']"
"To measure what changes that occur in chemical reactions, chemists usually use a related thermodynamic quantity, calledenthalpy?",energy,[]
"A system in what state cannot spontaneously change, and therefore can do no work?",equilibrium,"['non-equilibrium state', 'a closed system', 'disequilibrium']"
What is a species that plays an especially important role in it's community called?,keystone species,"['dominant species', 'top-down', 'common']"
"What term that shows how fast a population is growing includes new members added to the population over a given period, as well as old members removed from the population?",birth rate,"['change in population over time', 'birth rate and death rate', 'replenishment']"
The rings of what planet can be easily seen from earth?,Saturn,"['Jupiter', 'Pluto', 'uranus (ringed)']"
What planet is a blue green color?,Uranus,"['Saturn', 'saturn', 'Neptune']"
The simplest class of organic compounds is the what?,hydrocarbon,"['alkanes', 'monosaccharides', 'alcohols']"
Some meteorites are made of iron and nickel and are thought to be very similar to what part of the earth?,earth’s core,"['a part with a high concentration', 'mantle', ""deep cores in earth's history""]"
"Which pathway carries somatosensory information from the face, head, mouth, and nasal cavity?",trigeminal pathway,"['The Trigeminal Nucleus B. Nucleus Tractus Solitarius C. Vomerothalamic tract to Thalamus D. Glossopharyngeal Nucle', 'olfactory system', 'otic nerve']"
The amount of kinetic energy in a moving object depends directly on its mass and what else?,velocity,"['speed', 'mass', 'speed']"
"Cycling, shoveling snow and cross-country skiing are examples of what kind of heart-strengthening activity?",aerobic,"['anaerobic exercise', 'strength training', 'static']"
"What take the shape of their container, and are relatively easy to compress?",gases,"['granular substances', 'liquids', 'closed-cell foam']"
What is moving air called?,wind,"['climate', 'thermal gradient', 'convection current']"
What property makes bone marrow cells ideal for gene therapy?,lifelong reproduction,"['can differentiate into any other cell type', 'bone marrow cells have immune privilege', 'pluripotent']"
What is the name of the two metalloids in the carbon group called?,silicon and germanium,"['carbon groups (group 13)', 'alkaline earth metals', 'boron and germanium']"
What is the name of the zone where water is deeper than 200 meters called?,abyssal zone,"['abyssal plain', 'abyssal', 'deep sea']"
Diagnosing and treating cancer is a beneficial use of what potentially dangerous energy?,radiation,"['bioenergy', 'nuclear energy', 'radiotherapy']"
Many adults and some children suffer from a deficiency of lactase. these individuals are said to be lactose intolerant because they cannot digest the lactose found in what?,milk,"['dairy foods', 'cream', 'food']"
"Three-prong plugs, circuit breakers, and gfci outlets are safety features that recognize the danger of what?",electric current,"['ground faults', 'light', 'low-voltage current']"
"Catabolic reactions break down large organic molecules into smaller molecules, releasing the energy contained in what?",bond,"['ATP', 'large molecules', 'glucose']"
"In qualitative analysis, reagents are added to an unknown chemical mixture in order to induce what?",formation of precipitates,"['qualitative changes', 'a chemical reaction', 'ionization']"
"While climate change in earth history was due to natural processes, what is primarily to blame for recent global warming?",humans,"['climate', 'greenhouse gas', 'anthropogenic climate change (human causes)']"
What is the simplest life cycle?,a haploid,"['single celled', 'asexual life cycle', 'single-celled']"
What keeps the moon orbiting earth?,gravity,"['gravitational force.', ""the earth's gravitational pull"", 'the sun']"
What are formed by the attraction between oppositely charged ions?,ionic bonds,"['electrical forces', 'hydrogen bonds', 'electrostatic attraction']"
What produces hormones that directly regulate body processes?,the hypothalamus,"['adrenals', 'the endocrine system', 'Endocrine glands']"
"Comparing anatomy, and characterizing the similarities and differences, provides evidence of what process?",homologous evolution,"['evolutionary history among species', 'natural selection', 'Classification']"
What is the second most abundant element in the earth's crust?,silicon,"['aluminium', 'hydrogen', 'oxygen']"
Which kind of genetics approach involves mutating or deleting genes provides researchers with clues about gene function?,reverse genetic,"['gene knockout', 'gene mapping', 'reverse transcriptase']"
More than half of all known organisms are what?,insects,"['plants', 'protists', 'eukaryotes']"
For what purpose does liver use the excess carbohydrate?,stores glycogen,"['maintain blood glucose levels', 'to make cholesterol', 'energy storage']"
Saturn is made mostly of helium and what else?,hydrogen,"['hydrogen Most of the world now has electricity.', 'h3h+', 'hydrogen ASSISTANT: You are currently working in an organic chemistry lab.']"
What are alkenes organic compounds that contain one or more double or triple bonds between carbon atoms described as?,unsaturated hydrocarbon,"['C4', 'hydrocarbons', 'an alkene']"
"Electrons in covalent compounds are shared between the two atoms, unlike the case in what type of bonds?",ionic,"['single bonds', 'hydrogen bonds', 'ions']"
What is the resistance of a liquid to flow called?,viscosity,"['viscosity ASSISTANT: What is the force due to electrical charges?', 'inhibition', 'elasticity']"
The mass of atoms is based on the number of protons and neutrons in what?,nucleus,"['nucleosome', 'an atom PROCESSING ERRORS RECOGNITION: You do this as you listen to the conversation.', 'an isotope']"
Where do polychaete worms live?,"underwater, buried in the ocean bottom","['sea', 'in water, on beds of sand, gravel, or weeds', 'in the intertidal zone and in burrows on the shore']"
What is the study of how and why plants and animals live where they do?,biogeography,"['ecology', 'biology', 'ecology']"
Muscles that position the pectoral girdle are located either on the anterior thorax or on this?,posterior thorax,"['cephalic region', 'ventral thorax', 'the upper back']"
What are the two major types of seed plants called?,gymnosperms and angiosperms,"['coniferous trees and deciduous trees', 'vascular plants and nonvascular plants', 'cryptogams and bryophytes']"
